genus,root_diameter_mean,SRL_mean,RTD_mean,root_N_mean,root_P_mean,mycorrhizal_colonization_mean,EcoBank_amf_richness_mean,GlobalAMFungi_amf_richness_mean,EcoBank_prop_cult_mean,EcoBank_prop_ancestral_mean,EcoBank_prop_edaphophilic_mean,EcoBank_prop_rhizophilic_mean,n_species,n_fred_records,n_species_in_ecobank,n_species_in_globalamfungi
pleurospermum,,,,,,,7.0,,0.326797386,0.108932462,0.0,99.89106754,4,5.0,2,0
plinia,0.3015,7.356909553,0.755386131,8.987815976,,,,,,,,,1,23.0,0,0
pluchea,,,,,,,,,,,,,1,3.0,0,0
plumbago,,,,,,55.23,,,,,,,1,1.0,0,0
plumeria,0.9228000000000001,5.1707224215,0.19718388050000002,10.94405174,,,,,,,,,2,4.0,0,0
poa,0.6270389907407407,251.16921741828884,0.18415233860833333,9.869295069958333,1.1,,11.0,116.5,36.582863502972224,5.6094118581388885,2.9526809782499996,91.38536793094445,34,320.0,2,1
podocarpus,0.7014947765104762,29.62525100845476,0.2135029895142857,14.389051333333333,0.6676409434374999,,17.0,23.5,7.77738718375,1.624876251375,0.05230125525,94.82751504375,7,36.0,1,1
podococcus,,,,,,,27.09090909090909,2.6666666666666665,12.60911809909091,8.370601949,0.29005345527272725,82.83910477181819,1,0.0,1,1
podophyllum,0.9315571428571429,13.453395395857143,0.20664614142857143,,,,13.5,2.5,43.206035685,2.53469972075,0.4,95.2795859925,1,7.0,1,1
podospermum,,,,,,,,,,,,,1,2.0,0,0
pogonopus,,,,,,,,,,,,,1,15.0,0,0
polemonium,,,,,,,,,,,,,4,9.0,0,0
polyalthia,,,,,,,31.8,1.6666666666666667,5.5141633491999995,4.100747194599999,0.008159934800000001,91.646294512,1,0.0,1,1
polycarpaea,,,,,,,,,,,,,1,1.0,0,0
polycnemum,,,,,,,,,,,,,1,1.0,0,0
polygala,2.99934799,266.1555556,0.07826168,,,37.03,,,,,,,6,22.0,0,0
polygonatum,,,,,,,15.125,,23.354396903833333,1.0172341058333334,0.147519144125,95.55264952083333,5,13.0,3,0
polygonum,0.14893,86.97295823824999,0.358251,11.22674376,,,2.083333333333333,,15.238095236666666,40.10989011,0.0,59.89010989,13,25.0,5,0
polylepis,,,,,,,,,,,,,1,3.0,0,0
polypodium,,,,,,,,,,,,,1,5.0,0,0
polypogon,,,,,,,5.0,,20.0,0.0,0.0,100.0,1,2.0,1,0
polyspora,0.7674208615454545,9.283333333333333,0.45166666666666666,7.193749972583333,0.22333333333333336,67.0,,,,,,,2,20.0,0,0
polystichum,0.3,43.7,0.29,8.56,0.65,,,,,,,,3,4.0,0,0
pomaria,,,,,,,,,,,,,1,3.0,0,0
pombalia,,,,,,,,,,,,,1,1.0,0,0
pometia,0.5623857141428571,11.649653065857143,0.4125705488571429,7.444285714285714,0.4657142857142857,,,,,,,,1,7.0,0,0
poncirus,,,,,,,,12.0,,,,,1,0.0,0,1
pongamia,,,,,,87.97,,,,,,,1,1.0,0,0
pontechium,,,,,,,,,,,,,1,3.0,0,0
pontederia,,,,12.729999999999999,1.6766666666666667,,,,,,,,1,3.0,0,0
populus,0.38679111741361155,92.04417870267126,0.31815994907367423,14.82088770034644,1.231314493688889,2.8916666665,,27.65,,,,,18,894.0,0,1
porlieria,,,,,,,,,,,,,1,2.0,0,0
portulaca,,204.1311926,,16.05578303,,56.15,12.5,5.0,2.0475672981999997,0.0059594756,0.0,98.2279079,4,7.0,1,1
potamogeton,,15.828451194636363,0.103305785,14.51800263,0.739716248,,,,,,,,6,31.0,0,0
potentilla,1.0372624399666666,237.86215558865646,0.15500192533333335,10.946807658190476,,15.256666666666666,10.5872385190567,30.452380952380953,24.794776969862948,1.1220587554353147,0.14225918008611463,98.42477094924111,50,160.0,12,3
pourouma,0.363361746,34.48497854,0.279711885,16.04815,0.555865486,,,,,,,,1,31.0,0,0
pouteria,0.51624166675,9.2806614786875,0.33040751325,17.36724328,,,,,,,,,9,135.0,0,0
prangos,,,,,,,,,,,,,3,5.0,0,0
prasoxylon,1.5401380210000002,4.7201586506,0.229042213,16.46,,,,,,,,,1,5.0,0,0
prenanthes,,,,,,,,,,,,,1,1.0,0,0
prestoea,,,,11.333333333333334,0.6795,,,,,,,,1,21.0,0,0
primula,1.5130594,568.5,0.133428317,,,,4.5,,44.642857145,16.666666665,0.0,83.33333333499999,14,43.0,1,0
prionostemma,1.17192445995,7.274456815150001,0.23198586075,12.85362465895,0.80335650475,80.71428571428571,,,,,,,1,20.0,0,0
prioria,,,,,,,,,,,,,1,1.0,0,0
proserpinaca,,,,,,,,,,,,,1,1.0,0,0
prosopis,,,,,,58.24,24.0,14.5,14.680648722,2.2523278086666667,0.17648356499999998,93.81850915333332,3,9.0,1,1
protea,,,,,,,,,,,,,2,7.0,0,0
protium,0.48286932804155375,16.13216318075778,0.411801005525,,,,,,,,,,31,92.0,0,0
prumnopitys,0.7977500000000001,7.613239699428571,0.3168292100714286,13.6966,,,,,,,,,2,8.0,0,0
prunella,1.288175458125,223.56515063437502,0.126173589625,7.19,,,19.267441860465116,6.4,46.196908482523256,4.192550166744186,0.7019230371744186,91.99373966779069,2,22.0,1,1
prunus,0.40818951752176313,57.44259870135545,0.35253552018392853,13.084599712388888,0.6871421246666666,56.778703703333335,,,,,,,35,333.0,0,0
psathyrostachys,,,,,,,,,,,,,1,4.0,0,0
psephellus,,,,,,,,,,,,,4,5.0,0,0
pseudobombax,0.5795,5.379505561,0.484202508,9.595459501,,,,,,,,,1,2.0,0,0
pseudodictamnus,0.354775,5.291243511,0.540589337,,,,,,,,,,1,1.0,0,0
pseudodiphasium,0.44,55.5,0.1,4.19,0.4,,,,,,,,1,1.0,0,0
pseudognaphalium,,120.0525641,,14.31451678,,,,,,,,,1,4.0,0,0
pseudohandelia,,,,,,,,,,,,,1,1.0,0,0
pseudolachnostylis,,,,,,,,,,,,,1,13.0,0,0
pseudolmedia,0.3141192592777778,35.031374749444446,0.5226134821111111,16.962144,0.9803879480666665,,,,,,,,3,39.0,0,0
pseudomuscari,,,,,,,,,,,,,1,1.0,0,0
pseudopanax,0.670125,24.09663212625,0.1337267095,16.77,0.68,,,,,,,,1,8.0,0,0
pseudoroegneria,,,,,,,,,,,,,2,11.0,0,0
pseudoscleropodium,,,,,,,,,,,,,1,2.0,0,0
pseudoselago,,,,,,,16.333333333333332,,45.55555555666666,8.333333333333334,0.0,90.96491228000001,1,0.0,1,0
pseudotsuga,0.5540083335,26.267681547000002,0.3007849735,3.5242857142857145,0.3709090909090909,,,,,,,,1,265.0,0,0
pseudowintera,0.9056888888888888,12.111242880333332,0.14959719577777777,12.075,0.96,,,,,,,,1,9.0,0,0
pseudoziziphus,,,,,,,,,,,,,1,1.0,0,0
pseuduvaria,1.2562222223333332,2.725872102666667,0.34078588800000004,15.603333333333333,0.71,,,,,,,,1,3.0,0,0
psidium,,,,,,,,,,,,,2,62.0,0,0
psilostrophe,,,,,,,,,,,,,2,3.0,0,0
psoralea,,,,,,,,,,,,,1,2.0,0,0
psoralidium,,,,,,,,,,,,,1,3.0,0,0
psorothamnus,,,,,,,,,,,,,1,2.0,0,0
psychotria,0.3244277776666667,45.13865123333334,0.29647275516666666,15.5558863,,35.0,12.75,9.0,6.934153981250001,4.5034122065,0.0575086955,94.0248633375,8,22.0,1,1
psydrax,,,,,,,,,,,,,1,6.0,0,0
pteridium,0.2511,27.47885027186667,0.184848485,12.90537967,,,,,,,,,1,35.0,0,0
pteris,,,,,,,,,,,,,1,1.0,0,0
pterocarpus,1.0,4.6000000000000005,,,,,,,,,,,4,36.0,0,0
pterocephalus,,,,,,,7.25,207.0,61.586345595,0.0,0.0,96.39789658000001,1,0.0,1,1
pterogyne,,,,,,,,,,,,,1,30.0,0,0
pterophylla,0.29625,66.136420224375,0.2813847109375,9.18,0.3,,,,,,,,2,36.0,0,0
pterospermum,0.28074,25.66,0.24,14.68,,35.0,,,,,,,1,1.0,0,0
puccinellia,0.164,142.6318101,0.360570292,,,,,,,,,,8,17.0,0,0
pulicaria,,,,,,,15.5,33.0,25.50178750925,15.244056424,0.46286067775,82.8246252925,3,3.0,1,1
pulmonaria,,,,,,,13.75,,49.201931230999996,0.18142585825000002,0.0,99.7633865025,3,21.0,1,0
pulsatilla,,12.112499999999999,,,,,16.0,,5.109489051,0.0,0.364963504,99.6350365,9,24.0,1,0
pultenaea,,,,,,,11.75,12.0,1.8007936195,0.2192982455,0.0,99.621466085,2,0.0,2,1
punica,0.31466666666666665,,,,,,,,,,,,1,60.0,0,0
purshia,,,,,,,,,,,,,2,7.0,0,0
puschkinia,,,,,,,,,,,,,1,1.0,0,0
pycnanthemum,0.34,84.0,0.13,,,,,,,,,,2,3.0,0,0
pyrenaria,,,,13.266666666666666,0.245,,,,,,,,1,6.0,0,0
pyrethrum,,,,,,,17.0,,27.10674157,0.0,0.140449438,99.85955056,1,0.0,1,0
pyrola,,,,,,,,,,,,,4,13.0,0,0
pyrorchis,,,,,,,,,,,,,1,1.0,0,0
pyrrocoma,,,,,,,,,,,,,1,2.0,0,0
pyrus,0.4277137219,8.8631930588,0.6178226908,8.540000000000001,,12.74166667,,,,,,,5,98.0,0,0
quercus,0.2833050689019668,43.09992287071961,0.4522457565878381,12.255363190065045,0.7332472062057692,41.72420192932143,,,,,,,69,1369.0,0,0
quillaja,,,,,,,,,,,,,1,1.0,0,0
quintinia,0.3749,36.9481821375,0.2749041565,10.584999999999999,0.32,,,,,,,,1,4.0,0,0
radermachera,,,,,,,,,,,,,1,6.0,0,0
ranunculus,1.5254221950000002,242.74587260714287,0.07630220166666667,10.99,2.71,0.0,21.745833333333334,12.625,48.806558659124995,11.382688496633333,0.20095146368749997,87.45111710758333,44,133.0,7,2
raoulia,,110.12769065,,5.552922997,,,,,,,,,1,3.0,0,0
raphanus,,,,,,,,,,,,,2,6.0,0,0
ratibida,0.404325,56.0,0.16864400000000002,,,,,,,,,,2,12.0,0,0
raukaua,0.36,31.8,0.3,6.05,0.82,,,,,,,,1,1.0,0,0
rauvolfia,,,,,,32.67,,,,,,,1,1.0,0,0
reaumuria,,21.815,,13.094999999999999,,,,,,,,,2,6.0,0,0
reseda,,,,,,,,,,,,,2,4.0,0,0
restio,,,,,,,5.5,,7.142857145,0.0,0.0,100.0,3,5.0,1,0
retama,,,,,,,,,,,,,2,12.0,0,0
retanilla,,,,,,,,,,,,,1,1.0,0,0
retiniphyllum,,,,,,,,,,,,,1,1.0,0,0
rhammatophyllum,,,,,,,,,,,,,1,1.0,0,0
rhamnus,0.8650125,48.4496083695,0.42908987639999996,17.861412667499998,1.79,20.45,,,,,,,9,82.0,0,0
rhanterium,,,,,,,,,,,,,1,1.0,0,0
rhaphiolepis,0.14481,86.79,0.53,12.7,,59.0,,,,,,,1,1.0,0,0
rhaponticoides,,,,,,,,,,,,,1,3.0,0,0
rhaponticum,,,,,,,,,,,,,1,2.0,0,0
rheum,,,,,,,,,,,,,4,18.0,0,0
rhigozum,,,,,,,,,,,,,1,3.0,0,0
rhinanthus,,,,,,,,,,,,,3,15.0,0,0
rhipsalis,,,,,,,,,,,,,1,1.0,0,0
rhizophora,,,,4.800000000000001,0.2673,,,,,,,,2,50.0,0,0
rhodanthe,,,,,,,,,,,,,1,3.0,0,0
rhodiola,,9.62,,9.51,,,6.5,,6.411518974500001,1.297446405,0.0,98.702553595,6,6.0,3,0
rhododendron,0.49864265480224357,18.639906422274038,0.44504888,8.013559165,,,,,,,,,33,258.0,0,0
rhodoleia,0.613,16.5538,0.493,14.6,,,,,,,,,1,5.0,0,0
rhodostemonodaphne,0.94314375,5.223971970125,0.3601902755,33.39866,2.315643222,,,,,,,,4,5.0,0,0
rhodothamnus,,,,,,,,,,,,,1,2.0,0,0
rhoeadium,,,,,,,,,,,,,1,1.0,0,0
rhopalostylis,0.5126999999999999,22.273911252727274,0.25939549863636363,15.1,,,,,,,,,1,11.0,0,0
rhus,0.574,40.63,0.09,3.13,,,,,,,,,6,80.0,0,0
rhynchocorys,,,,,,,,,,,,,1,3.0,0,0
rhynchosia,,3.790673966,,,,68.66,,,,,,,3,4.0,0,0
rhynchospora,,,,,,,,,,,,,4,6.0,0,0
ribes,0.17041666666666666,,,12.47579352,1.255796356,,5.5,,52.6515420065,0.0,0.0,100.0,7,136.0,1,0
richetia,0.8817,1.940391478,0.8543415,,,,,,,,,,1,9.0,0,0
richteria,,,,,,,13.666666666666666,,49.003447529999995,0.0,1.282051282,96.92307692333334,1,1.0,1,0
rindera,,,,,,,,,,,,,2,2.0,0,0
rinorea,,,,,,,,,,,,,1,2.0,0,0
ripogonum,1.09,6.9,0.15,8.35,0.78,,,,,,,,1,1.0,0,0
robinia,,32.12419554,,14.3,4.31,,,,,,,,2,24.0,0,0
rochelia,,,,,,,,,,,,,1,3.0,0,0
roemeria,,,,,,,,,,,,,2,8.0,0,0
roepera,,,,,,,,,,,,,1,1.0,0,0
rorippa,,,,,,,,,,,,,3,3.0,0,0
rosa,0.32541875,47.62403660025,0.33386000920000003,12.260632938833334,2.29,23.25,,,,,,,18,56.0,0,0
rosmarinus,,,,,,,50.0,163.25,14.026435366285714,0.09478479685714285,0.02683603185714286,99.30166127571428,1,0.0,1,1
rostellularia,,,,,,53.65,,,,,,,1,1.0,0,0
roucheria,0.26265,38.81813609,0.447089947,12.68784,0.432489194,,,,,,,,1,1.0,0,0
ruagea,0.9798657400999999,5.2684597887,0.25907432799999996,18.785511,0.920081638,,,,,,,,1,10.0,0,0
rubia,0.36250000000000004,104.1,0.143,13.4,2.1,,8.0625,2.0,5.203701100625,0.0651041666875,0.0,99.67748397437501,2,4.0,2,1
rubroshorea,0.379940147,26.241163555,0.3755450505,,,,,,,,,,7,24.0,0,0
rubus,0.2980391116333333,129.6986513515278,0.66222859634375,17.462675204814815,1.9255413926666665,58.21805555500001,16.541666666666668,145.88888888888889,26.699203457875,1.1727063287500001,0.159211760625,98.52242296416667,19,120.0,1,1
rudbeckia,0.30112833333333333,272.39933237142856,0.1789665,21.65,,,,,,,,,2,10.0,0,0
rudgea,0.446,33.59,0.229,,,,,,,,,,2,2.0,0,0
ruellia,0.42462,,0.413307,,,,,,,,,,2,5.0,0,0
rumex,1.52352202375,211.586098346075,0.0839267680625,7.93534833625,2.1966666666666668,8.86,21.5,12.0,57.93118313,0.0,0.0,99.17721519,11,50.0,2,1
rungia,0.444,18.47,,5.01,,,,,,,,,1,2.0,0,0
ruschia,,,,,,,,,,,,,2,8.0,0,0
ruscus,1.0938,5.017843568,0.224128699,,,8.833333333,13.75,8.0,27.9841946735,0.04623028625,0.653889325875,99.14881977875,2,3.0,1,1
rytidosperma,0.31448437245833333,115.06498836289681,0.221538462,7.393048128,,,7.75,1.0,9.8148811095,20.0415949095,0.0,79.686586455,7,44.0,1,1
saccharum,,,,,,,,,,,,,1,2.0,0,0
sagina,,,,,,,11.75,,48.299500584125,0.01003210275,0.0,99.69846577749999,4,2.0,2,0
sagittaria,,,,,,,,,,,,,2,4.0,0,0
salicornia,,,,,,,,,,,,,1,3.0,0,0
salix,0.5347230394938272,138.76795979972064,0.41220296525,11.461008491429293,2.6833065662222224,19.258333333499998,4.0,,0.1751313485,0.0875656745,0.0,99.91243432499999,37,243.0,1,0
salsola,0.14154,21.953473970833333,,16.851654278333335,,0.0,,,,,,,22,83.0,0,0
salvia,0.6348167586666666,180.89372786166666,0.27950249326666665,21.27787467,,31.825,14.3,21.571428571428573,40.950482785,0.4597627332,0.0550055005,99.26520976500001,20,162.0,2,1
sambucus,0.5437030172923729,85.03838205661111,0.27991453494444446,21.798064333333333,,,,,,,,,4,81.0,0,0
sameraria,,,,,,,,,,,,,1,1.0,0,0
sanguisorba,0.9147162179166667,89.24749649026316,0.20454513021666665,14.593866642142856,,,,,,,,,2,81.0,0,0
sanicula,0.194725,151.7144068,0.222641509,26.67836567,,,8.5,2.5,35.876840695,0.0,0.0669344045,99.933065595,3,4.0,1,1
santiria,,,,,,,31.2,2.0,10.3718436418,7.6948844445999995,0.0,92.12382990799999,1,0.0,1,1
santolina,,,,,,,43.125,51.75,18.707271684625,0.09835716462500001,0.0089349535,99.7026432825,1,0.0,1,1
sapindus,0.615315,7.565037762,0.207630571,10.31972091,,,,,,,,,1,32.0,0,0
sapium,0.9817,9.057172932,0.145833333,24.7508,2.274107154,,,,,,,,3,30.0,0,0
saponaria,,,,,,,,,,,,,1,2.0,0,0
saprosma,0.14506,116.95,0.34,27.53,,31.0,,,,,,,1,1.0,0,0
sarcandra,0.5006458335,30.488125795000002,0.1681936085,17.7185815,,,,,,,,,1,2.0,0,0
sarcobatus,,,,,,,,,,,,,1,7.0,0,0
sarcocornia,,,,,,,,,,,,,1,4.0,0,0
sarcomphalus,,,,,,,,,,,,,1,4.0,0,0
sarcosperma,,,,14.483333333333334,0.47833333333333333,,,,,,,,1,6.0,0,0
sarmentypnum,,,,,,,,,,,,,1,1.0,0,0
sarocalamus,,,,,,,,,,,,,1,2.0,0,0
sasa,,,,11.9,,,,,,,,,1,1.0,0,0
sassafras,0.6403756011688312,13.903315849999998,0.2881041666875,17.28482214785714,2.216517886666667,,,,,,,,1,89.0,0,0
satureja,,,,,,,,,,,,,2,2.0,0,0
saurauia,0.50085,35.083231330000004,0.1478278105,20.23592,1.720011387,,,,,,,,1,2.0,0,0
saussurea,0.22873333333333334,171.37445623333335,0.15385602066666668,19.02619217,1.248825346,,7.583333333333333,,29.058591317972223,0.23861266855555552,0.3792287045555555,99.3681999438889,16,15.0,10,0
saxifraga,2.1167937549999998,503.31666665,0.1390481345,,,,5.933333333333334,4.0,15.305073163316669,1.2847222224666668,1.3715277780000001,96.54513888933333,23,58.0,3,2
scabiosa,1.97657774,167.2333333,0.1323057,,,,,,,,,,5,16.0,0,0
scaevola,,,,,,,7.375,2.0,11.442983463375,3.021708683125,0.175070028,92.76570601125,1,0.0,1,1
scandix,,,,,,,,,,,,,1,1.0,0,0
scandosorbus,,,,,,,,,,,,,1,1.0,0,0
schaefferia,,,,,,,,,,,,,1,4.0,0,0
schedonnardus,,,,,,,,,,,,,1,1.0,0,0
schefflera,0.589175,45.29769569375,0.09054159525,19.825,1.43,,,,,,,,1,8.0,0,0
scheuchzeria,,,,,,,,,,,,,1,3.0,0,0
schima,0.23380777775,109.88576035,0.3009821429,13.013494180416666,0.47785222222222223,42.915862257,,6.142857142857143,,,,,2,61.0,0,1
schinus,,,,,,,,,,,,,1,3.0,0,0
schinziophyton,,,,,,,,,,,,,1,6.0,0,0
schisandra,,,,,,,,,,,,,1,1.0,0,0
schismus,,,,,,,,,,,,,2,6.0,0,0
schistophyllidium,,,,,,,5.0,,0.040128411,0.0,0.080256822,99.91974318,1,0.0,1,0
schivereckia,,,,,,,,,,,,,1,1.0,0,0
schizachne,,,,,,,,,,,,,1,1.0,0,0
schizachyrium,0.32821666666666666,58.84960426125,0.2909840383333333,13.031790861333334,1.3,,,,,,,,4,36.0,0,0
schizanthus,,,,,,,,,,,,,1,1.0,0,0
schizolobium,0.449,6.687670143,0.446624439,10.62068164,,,,,,,,,1,32.0,0,0
schmidtia,,,,,,,,,,,,,1,1.0,0,0
schoenoplectus,,,,,,,,,,,,,1,3.0,0,0
schoenus,,,,,,,,,,,,,3,5.0,0,0
schoepfia,0.19095,81.48262136,0.412,13.852399,,,,,,,,,1,1.0,0,0
scholtzia,,,,,,,,,,,,,1,2.0,0,0
schotia,,,,,,,,,,,,,1,1.0,0,0
sciadopitys,0.56999042,24.99922664,0.17279961033333333,2.289819002,,90.025,,,,,,,1,7.0,0,0
scilla,,,,,,,,,,,,,1,4.0,0,0
sciodaphyllum,0.3459,40.987,0.259708738,17.96367,0.763930643,,,,,,,,1,1.0,0,0
scirpoides,,,,,,,,,,,,,2,5.0,0,0
scirpus,,,,,,,,,,,,,2,8.0,0,0
scleranthus,,,,,,,,,,,,,2,2.0,0,0
scleria,,,,,,61.67,,,,,,,1,1.0,0,0
sclerocarya,,,,,,,,,,,,,1,1.0,0,0
scleronema,0.738,7.92,0.365,,,,,,,,,,1,1.0,0,0
scleropogon,,,,,,,,,,,,,1,7.0,0,0
sclerostegia,,,,,,,,,,,,,1,1.0,0,0
scolochloa,,,,,,,,,,,,,1,6.0,0,0
scolymus,,,,,,,,,,,,,1,1.0,0,0
scorzonera,,,,,,,,,,,,,9,14.0,0,0
scorzoneroides,2.3243054,314.4166667,0.140040885,,,,,9.0,,,,,3,11.0,0,1
scrophularia,,,,,,,14.0,,3.650094399,0.0,0.0,100.0,6,5.0,1,0
scutellaria,,,,,,,,,,,,,7,14.0,0,0
secale,,,,,,,,,,,,,1,7.0,0,0
secamone,,,,,,,,,,,,,1,1.0,0,0
securidaca,,,,,,,,,,,,,1,6.0,0,0
sedum,,,,,,,16.854166666666668,,17.102472378729168,0.0544922715625,0.17324528075,99.32604415708333,9,20.0,2,0
sehima,,,,,,,,,,,,,1,3.0,0,0
selaginella,,,,,,,,3.0,,,,,3,4.0,0,1
selinum,,,,,,,,,,,,,2,2.0,0,0
semecarpus,0.7727444446666666,7.618147229333334,0.361056375,8.243333333333334,0.6766666666666667,,,,,,,,1,3.0,0,0
semenovia,,,,,,,6.0,,1.369863014,0.0,0.0,100.0,1,0.0,1,0
sempervivum,,,,,,,,,,,,,3,5.0,0,0
senecio,,66.53213439555556,,7.7622982729166665,,,3.75,,2.27272727275,0.0,0.0,99.92451690749999,18,55.0,1,0
senegalia,,,,,,,,,,,,,8,32.0,0,0
senna,0.32789,,0.329595,7.6000000000000005,0.9,68.24333333333334,25.0,13.0,29.304492277500003,1.4566079222500001,0.38348563975,92.7095147925,9,15.0,1,1
sequoia,,,,,,,,,,,,,1,3.0,0,0
sequoiadendron,0.6145,16.361547743333333,0.21475136000000003,,,,,,,,,,1,7.0,0,0
serenoa,,,,,,,,,,,,,1,2.0,0,0
seriphidium,,51.08,,8.26,,,,,,,,,5,15.0,0,0
serratula,,,,,,,,,,,,,2,2.0,0,0
serrulata,,,,,,,,,,,,,1,2.0,0,0
sesamum,,,,,,,,,,,,,1,1.0,0,0
sesbania,,,,13.8,,76.12,,,,,,,1,5.0,0,0
seseli,,,,,,,,,,,,,4,5.0,0,0
sesleria,1.29450549,303.18645000000004,0.0746269,9.7,,,19.944444444444443,5.5,14.158854656333334,0.3011154758333333,0.20290185077777778,84.93806239977778,3,6.0,1,1
setaria,0.17474,21.904222532833334,0.386874,4.293333333333334,,57.29,,,,,,,5,13.0,0,0
sextonia,0.834925,4.6786656073333335,0.33361400299999994,,,,,,,,,,1,6.0,0,0
shapherdia,,16.2,0.25,33.8,,,,,,,,,1,1.0,0,0
shepherdia,,,,,,,,,,,,,1,1.0,0,0
sherardia,1.44635608,601.1166667,0.027163033,,,,,,,,,,1,3.0,0,0
shorea,,,,,,,,,,,,,1,3.0,0,0
sibbaldia,,,,,,,12.5,,43.80627033,0.1023541455,0.0,99.84646878000001,3,7.0,2,0
sibbaldianthe,0.265,33.78666666666667,0.35,12.65,,,,,,,,,1,8.0,0,0
sibiraea,,,,,,,,,,,,,1,1.0,0,0
sibirotrisetum,,,,,,,,,,,,,1,12.0,0,0
sida,0.408,19.09,,8.85,,54.37,,,,,,,3,4.0,0,0
sidalcea,,,,,,,,,,,,,1,3.0,0,0
sideritis,0.314675,7.149525656,0.524128702,,,,,,,,,,2,2.0,0,0
silaum,,,,,,,,,,,,,1,3.0,0,0
silene,1.707379215,274.01948718,0.07002788366666667,15.28125,,,4.25,,12.719690199,0.0,0.0,100.0,33,74.0,6,0
silphiodaucus,,,,,,,,,,,,,1,1.0,0,0
silphium,0.361265,,0.2410565,,,,,,,,,,4,13.0,0,0
simarouba,,,,,,,,4.0,,,,,2,2.0,0,1
simira,0.308,22.25,0.552,,,,,,,,,,1,31.0,0,0
sinapis,1.86199235,229.34761905,0.074956359,,,,,,,,,,2,7.0,0,0
sindora,,,,,,,,,,,,,1,2.0,0,0
sipanea,,,,,,,,,,,,,1,1.0,0,0
siparuna,0.5737194671875,19.121274132499998,0.2489230203125,24.79583125,1.811229920125,,,,,,,,2,9.0,0,0
sisymbrium,1.84415365,626.1076923,0.038887385,19.4,,,,,,,,,3,5.0,0,0
sisyrinchium,,,,,,,,,,,,,2,3.0,0,0
sium,,,,,,,,,,,,,2,3.0,0,0
sloanea,0.40485000000000004,19.994265545,0.3936011565,16.21959,0.8994142095,,,,,,,,2,2.0,0,0
smilacina,,,,,,,10.75,,43.743278412500004,0.09057971025,0.847457627,91.1170474075,1,0.0,1,0
smilax,0.38960104149999997,60.002222699499995,0.3860702545,15.064851,,29.6,,,,,,,4,6.0,0,0
smirnowia,,,,,,,,,,,,,1,1.0,0,0
smyrnium,,,,,,,,,,,,,1,1.0,0,0
solanum,0.2781166666666666,42.08,0.2669335,12.31,,54.53666666666667,,61.95238095238095,,,,,13,81.0,0,1
soldanella,,,,,,,,,,,,,1,1.0,0,0
solenogyne,,,,,,,12.0,5.0,1.3440314927500001,1.08225108225,0.0,72.9991501835,1,0.0,1,1
solidago,0.3893131888939394,136.9454099775926,0.22858695492592596,13.615679463333334,,,18.171875,179.40882352941176,35.89738130034375,4.3814787129375,0.028129207921875003,94.92991394171875,17,87.0,4,5
sonchus,,,,,,,,,,,,,3,8.0,0,0
sophora,0.5146000000000001,10.699685416833333,0.18975657566666668,21.636666666666667,2.49,,,,,,,,5,12.0,0,0
sorbaria,,,,,,,,,,,,,1,1.0,0,0
sorbus,0.30821165959999997,76.4682092971,0.41000156895000006,11.039725564047618,0.6855929104444445,,,,,,,,4,34.0,0,0
sorghastrum,0.253555,110.75,0.24489100000000003,13.945,,,26.0,1.6666666666666667,10.067433162,0.363897759625,0.004066363,96.815336825,2,10.0,1,1
sorghum,,,,,,,,35.0,,,,,2,8.0,0,1
sorocea,0.43733333333333335,20.19666666666667,0.5399999999999999,,,,,2.25,,,,,4,3.0,0,1
sparganium,,,,,,,,,,,,,3,4.0,0,0
spartina,,,,8.341066679333332,1.0150000000000001,,,,,,,,1,26.0,0,0
spathodea,0.431833333,6.562869291,0.417162842,19.43592548,,,,,,,,,1,2.0,0,0
spergula,1.99351048,365.0,0.03480453,,,,,,,,,,1,5.0,0,0
spergularia,,,,,,,,,,,,,1,1.0,0,0
spermacoce,,,,,,49.63,,,,,,,1,1.0,0,0
sphaeralcea,0.3163,65.5839699,0.312666667,,,,,,,,,,3,16.0,0,0
sphaeropteris,0.6100454545454546,23.257565543636364,0.1988124211818182,10.0,,,,,,,,,1,11.0,0,0
spinacia,,,,,,,,,,,,,2,3.0,0,0
spinifex,,,,,,,,32.72727272727273,,,,,1,0.0,0,1
spinulum,,,,11.1620337,2.3221001,,,,,,,,1,12.0,0,0
spiraea,0.2471833335,172.3069449666667,0.176959685,15.306729285,,,,,,,,,12,23.0,0,0
spirorhynchus,,,,,,,,,,,,,1,1.0,0,0
spondias,0.444,8.967958698,0.322945147,13.0801785,,43.530814814962966,,,,,,,2,51.0,0,0
sporobolus,0.415,49.85881635095238,0.2853333333333333,11.0748355628,,24.65,37.5,51.833333333333336,12.273178034055556,3.0971445390000003,2.837481614777778,92.79658155833333,20,84.0,3,2
spyridium,,,,,,,,,,,,,1,1.0,0,0
stachyarrhena,0.376,20.89,0.416,,,,,,,,,,1,1.0,0,0
stachys,1.73172309,424.1538462,0.045318492,,,,11.666666666666666,147.02941176470588,27.833996067666664,0.9803921569999999,0.9803921569999999,96.84263449000001,9,12.0,1,1
staphylea,,,,,,,,,,,,,1,1.0,0,0
stauracanthus,0.442,13.14242352,0.747539428,,,,,,,,,,1,1.0,0,0
steganotaenia,,,,,,,,,,,,,1,2.0,0,0
stellaria,1.746125825,279.39583335,0.054850946,21.1,,,1.0,,50.0,0.0,0.0,100.0,10,43.0,2,0
