sample_id,plant_species,latitude,longitude,MAT,MAP,pH,amf_seq_richness,amf_genus_richness,total_reads
3768,Asclepias speciosa,46.3219,-114.129,8.7,295,,204,3,73793
3770,Santolina chamaecyparissus,39.4083,2.74528,17.3,616,7.2,54,3,7027
3771,Potentilla acaulis,47.7578,107.132,-2.4,271,,19,1,1140
3773,Tamarix aphylla,35.7,2.83,17.0,412,,114,4,93975
3774,Stachys sylvatica,50.8471,4.92774,10.4,735,,127,2,62133
3778,Lathyrus magellanicus,-38.6993,-71.6155,8.0,1287,5.7,7,1,56
3783,Solidago virgaurea,68.1621,17.6469,0.7,620,3.89,22,1,990
3787,Goodenia geniculata,-37.3333,142.15,13.5,643,5.0,2,1,18
3789,Pulicaria diffusa,16.8133,-22.9158,23.0,86,7.6,93,1,21762
3796,Trifolium pratense,68.1672,17.5247,-0.3,661,3.77,54,1,16254
3797,Linnaea borealis,56.06,159.912,0.0,477,4.8,12,1,192
3801,Cenchrus ciliaris,-23.7669,133.876,22.4,278,4.9,6,1,48
3802,Botrychium lunaria,46.2042,7.48335,-0.7,1044,5.5,89,1,45568
3803,Neolitsea aurata,29.25,118.12,15.6,2110,,1,1,1
3804,NA_,68.1603,17.5262,0.9,565,3.09,33,1,2409
3806,Eragrostis barrelieri,-23.7667,133.877,22.4,279,5.0,82,2,10815
3809,Campanula jacobaea,15.1781,-23.6867,20.6,335,5.2,58,3,4856
3810,Linnaea borealis,56.06,159.912,0.0,477,4.8,1,1,10
3811,Portulaca lutea,-15.0794,-148.148,27.0,1810,7.3,1,1,1
3818,Triticum aestivum,50.3,-107.683,4.0,402,6.5,39,1,4875
3820,Stachys sylvatica,50.868,4.97664,10.5,739,4.81,435,2,657963
3822,Cocos nucifera,-15.0808,-148.148,27.0,1810,8.2,1,1,1
3826,Spinifex sericeus,-36.9183,174.453,15.4,1407,6.92,21,2,350
3827,Stachys sylvatica,50.8473,4.89068,10.4,725,7.375,223,3,112379
3830,Alseis blackiana,9.11006,-79.8434,26.1,2921,5.5,5,1,85
3836,Alniphyllum fortunei,29.25,118.12,15.6,2110,,5,1,25
3838,Hesperostipa comata,50.7667,-104.617,3.1,412,6.2,2,1,8
3839,Psychotria urbaniana,16.1783,-61.7317,23.5,1986,4.2,9,2,69
3841,Stipa pubescens,-33.6753,151.214,17.0,1316,3.9,57,2,13049
3848,Stachys sylvatica,50.8581,4.98325,10.4,756,6.565,33,2,3585
3849,Botrychium lunaria,46.2042,7.48364,-0.7,1044,4.79,14,1,1484
3851,Malus domestica,50.74,5.09,10.2,780,7.8,2,1,6
3852,Poa attenuata,43.0519,104.058,4.1,125,6.7,31,2,2045
3853,Stachys sylvatica,50.8707,4.97764,10.5,739,5.978,195,3,92410
3856,Triticum aestivum,50.3,-107.683,4.0,402,6.5,1,1,1
3857,Loropetalum chinense,29.25,118.12,15.6,2110,,15,4,199
3858,Galium verum,56.5364,16.4769,7.8,518,6.7,36,1,5976
3865,Talipariti tiliaceum,-17.5592,-149.43,25.6,2598,5.8,2,1,6
3868,Triticum aestivum,50.3,-107.683,4.0,402,6.5,59,2,10152
3873,Toxicodendron succedaneum,29.25,118.12,15.6,2110,,2,1,4
3874,Populus deltoides,30.4689,116.991,17.5,1392,7.86,34,4,704
3875,Tamarix aphylla,35.7,2.83,17.0,412,,780,5,3108042
3879,Poncirus trifoliata,30.5777,114.304,17.3,1197,5.9,31,1,2790
3883,Malus domestica,50.92,5.41,10.5,764,4.9,45,3,4690
3884,Rosmarinus officinalis,37.4,-2.83333,9.3,622,,73,3,14356
3889,Oryza sativa,25.9028,88.6719,24.8,1997,5.694,532,1,4213857
3901,Alnus glutinosa,50.8867,4.99078,10.4,739,4.298,33,1,8019
3903,Linnaea borealis,61.2536,73.1664,-1.5,569,4.8,78,1,34788
3906,Triticum aestivum,50.3,-107.683,4.0,402,6.5,3,2,4
3909,Oryza sativa,25.8612,88.6703,24.8,1950,5.691,4,1,16
3910,Acer platanoides,45.43,-73.94,7.3,1025,5.76,245,2,178140
3911,Prunella vulgaris,58.1075,22.1917,7.0,583,7.1,19,3,431
3919,Microsorum scolopendria,-15.0794,-148.148,27.0,1810,7.3,20,1,660
3926,Borreria eryngioides,-32.7689,-64.9405,9.9,832,5.1,1,1,1
3927,Cocos nucifera,-15.1247,-148.227,27.0,1872,7.2,1,1,1
3929,Hypericum empetrifolium,35.4592,23.8008,18.1,744,6.2,11,1,352
3932,Stachys sylvatica,50.8459,4.8941,10.4,721,7.159,5,1,60
3934,Stachys sylvatica,50.8614,4.96331,10.5,741,4.476,151,3,85289
3939,Stachys sylvatica,50.8879,4.98713,10.4,739,4.621,45,2,5809
3940,Stachys sylvatica,50.8702,4.94848,10.4,762,4.841,123,1,60024
3944,Populus deltoides,30.4689,116.991,17.5,1392,7.85,10,3,53
3947,Lilium debile,53.0403,158.672,1.9,977,4.5,7,1,210
3952,Oryza sativa,25.8277,88.6647,24.8,1917,5.965,36,1,7668
3955,Gymnostoma deplancheanum,-22.1836,166.729,22.5,1590,6.0,3,1,24
3958,Malus domestica,50.77,5.15,10.2,838,6.6,21,1,1050
3959,Malus domestica,50.92,5.2,10.5,774,6.6,1,1,1
3962,Elymus nutans,33.6667,101.85,1.5,571,5.3,3,1,9
3966,Stachys sylvatica,50.8936,4.91349,10.2,810,4.171,538,2,1362032
3975,Helictochloa pratensis,56.5364,16.4769,7.8,518,6.7,56,2,5376
3983,Nephrolepis hirsutula,-17.5592,-149.43,25.6,2598,5.8,2,1,4
3984,Malus domestica,50.96,5.2,10.5,789,6.5,27,3,850
3995,Loropetalum chinense,29.25,118.12,15.6,2110,,24,1,888
4002,Plantago lanceolata,60.2131,19.6715,6.3,504,5.6,8,2,34
4007,Crossopterix febrifuga,-18.9639,34.3836,24.5,1010,,11,4,83
4009,Alnus glutinosa,50.8509,4.93629,10.5,731,3.374,44,1,6204
4010,Achillea millefolium,68.1637,17.6873,-0.1,611,,40,1,3600
4013,Schima superba,29.25,118.12,15.6,2110,,5,1,30
4014,Camellia fraterna,29.25,118.12,15.6,2110,,1,1,1
4016,Photinia glabra,29.25,118.12,15.6,2110,,1,1,1
4017,Barleria sp.,22.3744,81.9022,25.3,1262,5.45,5,1,40
4018,Barleria sp.,22.3744,81.9022,25.3,1262,5.45,1,1,1
4020,Oryza sativa,25.8326,88.624,24.8,1880,5.786,29,1,4785
4028,Virola sebifera,9.11006,-79.8434,26.1,2921,5.5,4,2,12
4029,Virola sebifera,9.11006,-79.8434,26.1,2921,,3,1,24
4031,Trifolium repens,68.4182,17.7666,2.5,612,3.33,39,1,3432
4032,NA_,68.1612,17.5321,0.9,565,3.28,24,1,984
4033,Cicer arietinum,50.3,-107.683,4.0,402,6.5,49,4,1475
4042,Syzygium buxifolium,29.25,118.12,15.6,2110,,1,1,4
4043,Plantago lanceolata,60.2137,19.6718,6.3,504,6.1,164,2,73253
4044,Asclepias speciosa,46.3219,-114.129,8.7,295,,143,3,33795
4047,Vachellia erioloba,-24.6778,28.6608,19.5,581,6.2,29,2,1205
4048,Sorghum bicolor,13.101,32.7611,28.7,333,8.17,2,1,4
4050,Plantago lanceolata,60.3654,19.7891,6.2,549,,109,2,25427
4055,Trifolium pratense,68.24,17.4253,2.7,622,4.1,273,1,647283
4057,Leymus mollis,40.9105,-124.143,13.8,1225,6.6,9,1,225
4063,Themeda triandra,-2.1458,35.0472,20.6,933,5.5,48,2,3375
4066,Androsace incana,47.7578,107.132,-2.4,271,,26,2,820
4080,Themeda triandra,-1.808,35.2133,19.6,902,5.5,12,2,105
4082,Podococcus barteri,0.6172,10.3992,22.7,2080,3.5,3,1,9
4083,Plantago lanceolata,60.0741,20.1643,6.3,517,6.3,47,2,6441
4084,Microsorum scolopendria,-15.0794,-148.148,27.0,1810,7.3,12,1,312
4086,Talipariti tiliaceum,-17.5458,-149.434,24.2,3140,5.3,21,1,861
4090,Trifolium repens,68.2381,17.4261,2.7,622,4.7,44,1,4576
4091,Solidago virgaurea,69.7983,27.0864,-0.1,400,3.1,2,1,4
4095,Eragrostis barrelieri,-23.7667,133.877,22.4,279,5.0,291,2,196621
4099,Convallaria majalis,58.28,27.32,5.8,628,,34,2,6337
4108,Gymnostoma deplancheanum,-22.1836,166.729,22.5,1590,6.0,2,2,17
4111,Vachellia seyal,14.5781,-17.0172,25.8,472,6.1,159,1,244542
4144,Solidago virgaurea,68.146,17.4845,-0.9,655,3.33,16,1,592
4177,Tamarix aphylla,35.7,2.83,17.0,412,,177,3,213844
4180,Cocos nucifera,-15.1247,-148.227,27.0,1872,7.2,8,1,96
4181,Botrychium lunaria,46.0873,7.54369,-0.3,886,6.44,18,2,1052
4187,Thalictrum minus,53.0403,158.672,1.9,977,4.5,7,1,84
4190,Linnaea borealis,56.06,159.912,0.0,477,4.8,38,2,5810
4191,Plantago lanceolata,60.1302,20.2762,6.2,555,5.6,239,1,181401
4201,Polyalthia suaveolens,0.6172,10.3992,22.7,2080,3.5,1,1,1
4203,Arum italicum,43.5911,-1.2481,14.4,1374,,1,1,1
4207,Stachys sylvatica,50.8458,4.88249,10.4,733,5.811,7,2,103
4208,Spinifex sericeus,-36.9183,174.453,15.4,1407,6.92,4,1,20
4211,Dichrostachys cinerea,-24.7514,28.5761,19.2,631,4.2,10,1,100
4216,Prunella vulgaris,64.9456,-23.3558,4.2,1280,4.8,1,1,1
4228,Malus domestica,50.88,4.96,10.3,795,6.3,5,1,55
4231,Daphniphyllum oldhamii,29.25,118.12,15.6,2110,,3,2,5
4239,Malus domestica,50.82,4.76,10.3,765,6.6,6,1,66
4240,Plantago lanceolata,56.5389,16.4597,7.7,538,6.5,2,2,2
4242,Acer platanoides,45.43,-73.94,7.3,1025,5.19,1,1,1
4247,Machilus thunbergii,29.25,118.12,15.6,2110,,1,1,1
4248,Erodium crassifolium,30.5933,34.7114,16.9,114,,13,2,120
4250,Pterocephalus brevis,30.5928,34.7122,16.9,114,,331,2,116482
4253,Paris incompleta,41.9408,43.4192,7.8,984,4.8,54,2,11332
4255,Triticum aestivum,50.3,-107.683,4.0,402,6.5,16,2,142
4268,Nephrolepis hirsutula,-17.5458,-149.434,24.2,3140,5.3,1,1,2
4271,Acer saccharum,45.43,-73.94,7.3,1025,6.13,7,1,133
4283,Dichrostachys cinerea,-24.7514,28.5761,19.2,631,4.2,8,2,43
4285,Acer saccharum,45.43,-73.94,7.3,1025,5.86,2,1,10
4287,Cocos nucifera,-15.0794,-148.148,27.0,1810,7.3,42,3,2739
4290,Lens culinaris,50.3,-107.683,4.0,402,6.5,10,2,94
4295,Plantago lanceolata,60.074,20.1642,6.3,517,6.2,332,4,369689
4296,Acer saccharum,45.43,-73.94,7.3,1025,6.15,20,1,1260
4302,Triticum aestivum,50.3,-107.683,4.0,402,6.5,21,2,1361
4304,Trachystemon orientalis,41.9333,43.4233,7.8,984,4.2,34,2,1614
4306,Rubus saxatilis,64.42,-15.3978,2.9,1318,4.9,5,2,17
4307,Maianthemum bifolium,61.2603,73.148,-1.5,561,4.1,1,1,1
4316,Aspalathus cordata,-33.988,18.9555,15.6,1120,,20,2,1312
4327,Podococcus barteri,0.6172,10.4136,22.2,2432,3.6,3,1,27
4330,Nephrolepis hirsutula,-17.5592,-149.43,25.6,2598,5.8,14,2,272
4333,Azorella trifurcata,-52.058,-71.4211,6.3,344,5.5,8,2,127
4335,Megathyrsus maximus,-24.7514,28.5761,19.2,631,4.2,20,1,440
4339,Solidago spiraeifolia,56.06,159.912,0.0,477,4.8,9,1,360
4341,Malus domestica,50.92,5.41,10.5,764,4.9,18,2,290
4349,Populus deltoides,30.4689,116.991,17.5,1392,8.02,51,6,2439
4398,Acer saccharum,45.43,-73.94,7.3,1025,5.74,157,2,35414
4410,Solidago chilensis,-38.6485,-71.6461,7.6,1167,5.0,2,1,8
4412,Aristida contorta,-23.7669,133.876,22.4,278,4.9,25,1,4600
4416,Crotalaria albida,22.3772,81.8992,25.2,1404,5.45,1,1,1
4417,Acer platanoides,45.43,-73.94,7.3,1025,5.68,3,1,12
4419,Aristida funiculata,16.8053,-22.9211,23.3,78,7.5,6,2,27
4421,Citrullus colocynthis,16.8133,-22.9158,23.0,86,7.6,1,1,2
4427,Malus domestica,50.82,4.92,10.3,782,7.1,1,1,3
4428,Stipa krylovii,47.7578,107.132,-2.4,271,,12,2,255
4431,Festuca lenensis,43.0519,104.058,4.1,125,6.7,21,2,782
4436,Adinandra millettii,29.25,118.12,15.6,2110,,2,1,4
4444,Calamagrostis purpurea,56.0583,159.904,0.1,476,4.9,70,2,9523
4447,Montinia caryophyllacea,-33.993,18.9742,14.3,1314,,2,1,4
4448,Triticum aestivum,50.3,-107.683,4.0,402,6.5,216,1,324216
4450,Oryza sativa,25.8639,88.5903,24.8,1918,6.476,5,1,200
4452,Ainsliaea latifolia,29.4208,79.5689,12.6,2140,4.05,3,1,9
4454,Artocarpus altilis,20.7992,-156.038,24.2,2464,,4,2,16
4462,Achillea millefolium,68.1672,17.5247,-0.3,661,3.77,3,1,12
4464,Trifolium repens,68.24,17.4253,2.7,622,4.1,15,1,840
4469,NA_,68.4106,17.7754,1.9,599,2.95,30,1,1860
4470,Plantago lanceolata,60.3654,19.7891,6.2,549,,16,1,384
4474,Deschampsia cespitosa,64.8506,-23.2975,3.5,1306,4.4,5,1,35
4475,NA_,68.1656,17.7002,-1.0,657,4.23,9,1,171
4476,Plantago media,47.47,10.0572,5.6,2113,5.7,1,1,2
4482,Trifolium repens,68.2381,17.4261,2.7,622,4.7,69,1,23322
4487,Solidago virgaurea,68.1639,17.5182,0.0,615,3.3,16,1,1216
4488,NA_,68.1639,17.5182,0.0,615,3.3,31,1,2294
4492,Galium verum,64.4128,-15.3661,2.2,1384,5.0,2,1,4
4512,Triticum aestivum,50.3,-107.683,4.0,402,6.5,26,2,1178
4513,Taraxacum officinale,-52.055,-71.4225,6.3,344,5.3,2,1,6
4514,Microsorum scolopendria,-15.1247,-148.227,27.0,1872,7.2,3,2,7
4516,Cacalia kamtschatica,53.0403,158.672,1.9,977,4.5,3,1,12
4519,Allium amphibolum,43.0519,104.058,4.1,125,6.7,62,2,10696
4520,Ruscus aculeatus,44.7544,-0.395278,13.5,881,,1,1,1
4521,Veronica incana,47.7578,107.132,-2.4,271,,4,2,16
4522,Thalictrum foetidum,43.5017,104.058,-1.5,171,6.7,4,2,15
4523,Filipendula vulgaris,58.1075,22.1917,7.0,583,7.1,71,1,11644
4524,Agropyron cristatum,43.5017,104.058,-1.5,171,6.7,3,2,11
4525,Artemisia ludoviciana,50.7667,-104.617,3.1,412,6.2,2,1,6
4526,Santiria trimera,0.6172,10.3992,22.7,2080,3.5,2,1,2
4527,Agropyron cristatum,43.5017,104.058,-1.5,171,6.7,12,2,288
4529,Artemisia frigida,47.7578,107.132,-2.4,271,,5,3,30
4530,Stachys sylvatica,50.8702,4.94848,10.4,762,4.841,250,2,200695
4531,Amorphophallus sp.,16.8594,100.465,27.0,1519,4.6,1,1,1
4537,Malus domestica,50.82,4.92,10.3,782,7.1,1,1,2
4544,Muraltia alopecuroides,-33.988,18.9555,15.6,1120,,6,1,54
4545,Echinochloa colona,14.5822,-17.0161,25.8,477,6.4,80,1,26000
4547,Nicotiana glauca,37.8236,-0.976111,18.5,264,8.72,330,4,1426666
4548,Trifolium pratense,47.4728,10.0678,4.7,2209,6.0,5,1,35
4555,Voyria tenella,9.11006,-79.8434,26.1,2921,,7,1,133
4559,Voyria tenella,9.11006,-79.8434,26.1,2921,,4,1,20
4563,Azorella trifurcata,-52.055,-71.4225,6.3,344,5.3,7,1,77
4566,Veronica spicata,58.1094,22.1914,7.1,576,7.1,8,1,88
4584,Sorghum bicolor,13.101,32.7611,28.7,333,8.17,34,2,3845
4587,Acer saccharum,45.43,-73.94,7.3,1025,5.65,5,1,60
4592,Acer saccharum,45.43,-73.94,7.3,1025,5.51,4,1,72
4597,Sporobolus fimbriatus,-2.6814,35.1208,20.0,726,6.8,3,1,84
4598,Toxicodendron succedaneum,29.25,118.12,15.6,2110,,6,1,78
4605,Ainsliaea aptera,29.4308,79.6394,12.6,2063,4.05,1,1,1
4609,Triraphis mollis,-23.7667,133.877,22.4,279,5.0,130,1,196820
4610,Polyalthia suaveolens,0.6172,10.3992,22.7,2080,3.5,2,1,4
4612,Lotus brunneri,16.8133,-22.9158,23.0,86,7.6,2,1,4
4615,Veronica incana,47.7578,107.132,-2.4,271,,43,1,8256
4627,Aristida contorta,-23.7667,133.877,22.4,279,5.0,51,1,26265
4629,Vincetoxicum hirundinaria,56.5364,16.4769,7.8,518,6.7,20,1,1020
4630,Ammophila arenaria,40.9145,-124.141,13.8,1228,5.3,1,1,1
4635,Populus deltoides,30.4689,116.991,17.5,1392,7.76,33,3,2736
4638,Stachys sylvatica,50.8581,4.98325,10.4,756,6.565,93,2,21437
4643,Daphniphyllum oldhamii,29.25,118.12,15.6,2110,,2,1,4
4646,Pisum sativum,50.3,-107.683,4.0,402,6.5,140,2,84412
4647,Ainsliaea latifolia,29.4208,79.5689,12.6,2140,4.05,40,2,2646
4651,Pultenaea daphnoides,-33.6753,151.214,17.0,1316,3.9,12,1,348
4654,Agropyron cristatum,47.7578,107.132,-2.4,271,,15,3,127
4655,Photinia glabra,29.25,118.12,15.6,2110,,1,1,1
4657,Populus deltoides,30.4689,116.991,17.5,1392,7.85,13,1,221
4660,Sorghum bicolor,13.101,32.7611,28.7,333,8.17,2,1,4
4665,NA_,68.1719,17.7351,-1.0,655,3.3,79,1,25438
4666,Prunella vulgaris,56.5389,16.4597,7.7,538,6.5,11,3,59
4667,Acer saccharum,45.43,-73.94,7.3,1025,5.86,20,1,1000
4669,Helictochloa pratensis,58.1075,22.1917,7.0,583,7.1,39,3,1472
4675,Alseis blackiana,9.11006,-79.8434,26.1,2921,5.5,5,2,38
4706,Ballota undulata,30.5928,34.7122,16.9,114,,315,1,256095
4707,Avenella flexuosa,69.7983,27.0864,-0.1,400,3.1,662,3,1188966
4709,Itea oblonga,29.25,118.12,15.6,2110,,1,1,1
4710,Potentilla acaulis,47.7578,107.132,-2.4,271,,21,2,761
4711,Thalictrum foetidum,43.5017,104.058,-1.5,171,6.7,14,3,542
4712,Helictochloa pratensis,56.5364,16.4769,7.8,518,6.7,41,1,3157
4713,Aspalathus cordata,-33.988,18.9555,15.6,1120,,2,1,4
4718,Malus domestica,50.77,4.08,10.4,847,6.2,20,1,1040
4723,Malus domestica,50.96,5.2,10.5,789,6.5,9,2,43
4724,Desmopsis panamensis,9.11006,-79.8434,26.1,2921,,8,2,48
4729,Plantago argentina,-32.7561,-64.9244,9.8,931,,1,1,1
4730,Malus domestica,50.78,4.08,10.4,814,6.5,9,1,972
4743,Trifolium repens,68.1591,17.5773,1.8,591,4.65,19,1,1482
4747,Populus deltoides,30.4689,116.991,17.5,1392,7.81,36,1,5184
4748,Begonia susaniae,0.6172,10.3992,22.7,2080,3.5,1,1,1
4749,Acer platanoides,45.43,-73.94,7.3,1025,6.26,478,2,507966
4752,Rumex acetosella,-52.055,-71.4225,6.3,344,5.3,12,2,234
4753,Artemisia frigida,43.0519,104.058,4.1,125,6.7,10,2,166
4762,Filipendula vulgaris,58.1094,22.1914,7.1,576,7.1,1,1,5
4763,Solidago spiraeifolia,56.06,159.912,0.0,477,4.8,1,1,2
4769,Lens culinaris,50.3,-107.683,4.0,402,6.5,25,2,343
4771,Dicranopteris linearis,0.6172,10.4136,22.2,2432,,92,1,22264
4775,Cenchrus polystachios,16.8594,100.465,27.0,1519,4.6,2,2,2
4779,Lomandra multiflora,-35.1175,138.665,14.6,775,4.5,3,1,9
4781,Spinifex sericeus,-36.9183,174.453,15.4,1407,6.72,5,2,29
4787,Itea oblonga,29.25,118.12,15.6,2110,,4,3,6
4789,Distylium myricoides,29.25,118.12,15.6,2110,,14,1,266
4790,Adinandra millettii,29.25,118.12,15.6,2110,,5,2,31
4795,Populus deltoides,30.4689,116.991,17.5,1392,7.91,10,2,154
4796,Machilus thunbergii,29.25,118.12,15.6,2110,,1,1,1
4798,Cinnamomum subavenium,29.25,118.12,15.6,2110,,1,1,1
4800,Ternstroemia gymnanthera,29.25,118.12,15.6,2110,,3,2,9
4801,Itea oblonga,29.25,118.12,15.6,2110,,3,1,9
4802,Schima superba,29.25,118.12,15.6,2110,,1,1,1
4804,Schima superba,29.25,118.12,15.6,2110,,2,1,4
4807,Cinnamomum subavenium,29.25,118.12,15.6,2110,,1,1,1
4809,Ternstroemia gymnanthera,29.25,118.12,15.6,2110,,10,1,200
4812,Neolitsea aurata,29.25,118.12,15.6,2110,,1,1,1
4818,Schima superba,29.25,118.12,15.6,2110,,3,1,9
4820,Morella rubra,29.25,118.12,15.6,2110,,2,1,4
4825,Koeleria macrantha,50.7667,-104.617,3.1,412,6.2,1,1,1
4826,Medicago truncatula,34.38,9.64,21.2,191,8.0,10,2,58
4833,Arum italicum,43.5911,-1.2481,14.4,1374,,14,1,350
4836,Anemone hepatica,58.5839,23.568,6.6,586,7.0,2,1,2
4837,Oryza sativa,25.8639,88.5903,24.8,1918,6.476,76,2,43026
4848,Amphicarpaea bracteata,39.2433,-86.2167,12.1,1197,3.5,34,1,4556
4849,Amphicarpaea bracteata,39.2433,-86.2167,12.1,1197,3.5,15,1,870
4854,Calamagrostis purpurea,56.06,159.912,0.0,477,4.8,1,1,1
4857,Trifolium repens,68.4003,17.7774,0.9,615,,26,1,2262
4860,Acer saccharum,45.43,-73.94,7.3,1025,5.82,24,1,1440
4862,NA_,68.1591,17.5773,1.8,591,4.65,47,1,9823
4863,Acer platanoides,45.43,-73.94,7.3,1025,5.39,5,1,25
4865,Pisum sativum,50.3,-107.683,4.0,402,6.5,75,3,5092
4866,Triticum aestivum,50.3,-107.683,4.0,402,6.5,45,2,1772
4867,Asphodelus aestivus,39.4083,2.74528,17.3,616,7.2,2,1,6
4868,Leymus mollis,40.908,-124.144,13.8,1227,6.6,88,1,28336
4871,Leptorhynchos squamatus,-37.3333,142.15,13.5,643,5.3,8,1,240
4872,Helictochloa pratensis,56.5364,16.4769,7.8,518,6.7,21,1,777
4874,Megathyrsus maximus,-24.6778,28.6608,19.5,581,6.2,15,1,225
4879,Agrostis perennans,-52.055,-71.4225,6.3,344,5.3,1,1,2
4887,NA_,68.1621,17.6469,0.7,620,2.79,13,1,533
4894,Talipariti tiliaceum,-17.5592,-149.43,25.6,2598,5.8,23,1,782
4899,Santolina chamaecyparissus,39.4086,2.74667,17.3,616,7.3,32,2,1198
4901,Malus domestica,50.88,5.02,10.5,765,7.5,14,2,326
4905,Ammophila arenaria,40.9054,-124.145,13.8,1227,6.5,40,1,5440
4906,Portulaca lutea,-15.0794,-148.148,27.0,1810,7.3,9,1,90
4907,Brachypodium retusum,39.4086,2.74667,17.3,616,7.3,18,2,468
4910,Malus domestica,50.96,5.2,10.5,789,6.5,13,1,364
4911,Spinifex sericeus,-36.9183,174.453,15.4,1407,7.05,104,3,35490
4913,Veronica incana,47.7578,107.132,-2.4,271,,9,2,150
4916,Spinifex sericeus,-36.9183,174.453,15.4,1407,6.56,9,1,108
4918,Crotalaria prostrata,22.3744,81.9022,25.3,1262,5.45,1,1,1
4919,NA_,68.1591,17.5773,1.8,591,3.35,7,1,189
4920,NA_,68.1614,17.5384,1.7,535,3.68,14,1,952
4925,Plantago lanceolata,60.2355,19.5432,6.3,527,,14,1,266
4928,Acer platanoides,45.43,-73.94,7.3,1025,5.98,31,1,2728
4930,Acer platanoides,45.43,-73.94,7.3,1025,5.84,16,1,336
4934,Scorzoneroides autumnalis,64.9456,-23.3558,4.2,1280,4.8,9,1,369
4943,Acer platanoides,45.43,-73.94,7.3,1025,5.2,18,2,500
4948,Ammophila arenaria,40.9047,-124.145,13.8,1227,6.6,56,1,13608
4951,Borreria eryngioides,-32.7689,-64.9405,9.9,832,5.1,1,1,1
4956,Campanula rotundifolia,64.42,-15.3978,2.9,1318,4.9,434,1,1345400
4962,Sorghum bicolor,13.101,32.7611,28.7,333,8.17,1,1,1
4966,Paris incompleta,41.9408,43.4192,7.8,984,4.8,137,1,47265
4979,Santolina chamaecyparissus,39.4083,2.74528,17.3,616,7.2,28,3,892
4980,Poa attenuata,43.0519,104.058,4.1,125,6.7,348,2,482336
4981,Salvia rosmarinus,39.4086,2.74667,17.3,616,7.3,34,3,2707
4982,Digitaria macroblephara,-2.3364,34.5103,22.2,946,5.3,40,3,3152
4984,Phacelia secunda,-52.058,-71.4211,6.3,344,5.5,15,2,387
4988,Populus deltoides,30.4689,116.991,17.5,1392,7.76,34,4,849
4990,Acer platanoides,45.43,-73.94,7.3,1025,4.89,2,1,4
4991,Leymus mollis,40.9207,-124.139,13.8,1229,6.2,26,2,2126
4995,Agropyron cristatum,47.7578,107.132,-2.4,271,,16,2,208
4996,Digitaria macroblephara,-2.1458,35.0472,20.6,933,5.5,1,1,1
4997,Agropyron cristatum,47.7578,107.132,-2.4,271,,7,2,53
4998,Digitaria macroblephara,-2.3364,34.5103,22.2,946,5.3,6,2,38
4999,Themeda triandra,-1.808,35.2133,19.6,902,5.5,2,1,6
5000,Digitaria macroblephara,-2.1458,35.0472,20.6,933,5.5,7,2,117
5001,Sporobolus fimbriatus,-2.6814,35.1208,20.0,726,6.8,10,2,212
5002,Digitaria macroblephara,-2.6814,35.1208,20.0,726,6.8,19,3,534
5007,Artemisia frigida,47.7578,107.132,-2.4,271,,218,3,99604
5008,Ammophila arenaria,40.9185,-124.14,13.8,1229,5.6,2,2,2
5009,Schima superba,29.25,118.12,15.6,2110,,28,6,997
5011,Leymus mollis,40.9203,-124.139,13.8,1229,6.4,34,1,3774
5012,Ammophila arenaria,40.9241,-124.137,13.8,1229,6.6,48,1,7920
5015,Glandularia dissecta,-32.7689,-64.9405,9.9,832,5.1,1,1,1
5023,Lilium debile,53.0403,158.672,1.9,977,4.5,1,1,1
5024,Artocarpus altilis,20.7992,-156.038,24.2,2464,,6,1,84
5025,Gerbera crocea,-33.993,18.9742,14.3,1314,,7,1,119
5026,Nicotiana glauca,38.0463,-1.19511,18.6,303,7.88,349,2,1529584
5030,Allium bidentatum,47.7578,107.132,-2.4,271,,15,3,241
5031,Triticum aestivum,50.3,-107.683,4.0,402,6.5,40,1,6520
5034,Alnus glutinosa,50.8624,4.96049,10.5,741,5.19,1,1,1
5037,Lomandra multiflora,-35.1175,138.665,14.6,775,4.5,17,2,273
5041,Thalictrum minus,56.0583,159.904,0.1,476,4.9,11,1,847
5042,Aristida contorta,-23.7669,133.876,22.4,278,4.9,3,1,12
5043,Glandularia dissecta,-32.7689,-64.9405,9.9,832,5.1,1,1,1
5046,Oryza sativa,25.8517,88.6876,24.8,1946,5.723,44,1,6424
5050,Achillea millefolium,68.1622,17.5263,0.9,565,,31,1,5735
5051,NA_,68.1656,17.7002,-1.0,657,3.48,228,1,285456
5055,NA_,68.1639,17.5182,0.0,615,4.41,18,1,504
5060,Ainsliaea latifolia,29.4208,79.5689,12.6,2140,4.05,4,1,80
5061,Nephrolepis hirsutula,-17.5592,-149.43,25.6,2598,5.8,6,1,42
5064,Aristida contorta,-23.7667,133.877,22.4,279,5.0,9,2,88
5065,Stipa pubescens,-33.6753,151.214,17.0,1316,3.9,79,1,34365
5067,Trifolium repens,68.1622,17.5263,0.9,565,,1,1,2
5070,Trifolium repens,68.1656,17.7002,-1.0,657,4.23,4,1,336
5087,Acanthaceae sp.,16.8594,100.465,27.0,1519,5.2,2,1,2
5088,Acer saccharum,45.43,-73.94,7.3,1025,5.69,15,1,555
5092,Themeda triandra,-2.3364,34.5103,22.2,946,5.3,27,3,1194
5100,Voyria tenella,9.07852,-79.7989,26.2,2637,,9,1,270
5101,Montinia caryophyllacea,-33.988,18.9555,15.6,1120,,2,2,20
